#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MMP1	IL1RN	4439553	4434682	9606.ENSP00000322788	9606.ENSP00000259206	0	0	0	0	0.085	0	0	0.428	0.454
BAZ1A	KAT5	4442358	4441035	9606.ENSP00000353458	9606.ENSP00000340330	0	0	0	0	0.063	0.185	0	0.343	0.454
NR1H4	NR3C1	4450225	4433539	9606.ENSP00000447149	9606.ENSP00000231509	0	0	0	0.596	0	0.299	0	0.567	0.454
HSPA4	IGF1	4437917	4437883	9606.ENSP00000302961	9606.ENSP00000302665	0	0	0	0	0	0	0	0.454	0.454
ITGAL	RAC2	4441903	4434085	9606.ENSP00000349252	9606.ENSP00000249071	0	0	0	0	0.292	0	0	0.261	0.454
RUNX3	PRDM1	4446960	4443256	9606.ENSP00000382800	9606.ENSP00000358092	0	0	0	0	0.071	0	0	0.436	0.454
CD40	CCR9	4443911	4442025	9606.ENSP00000361359	9606.ENSP00000350256	0	0	0	0	0	0	0	0.454	0.454
UGT1A1	HNF4A	4444184	4438830	9606.ENSP00000362549	9606.ENSP00000312987	0	0	0	0	0.266	0	0	0.287	0.454
IL32	TIMP1	4449620	4433052	9606.ENSP00000432218	9606.ENSP00000218388	0	0	0	0	0	0	0	0.454	0.454
DKK1	TCF7	4444299	4441036	9606.ENSP00000363081	9606.ENSP00000340347	0	0	0	0	0	0	0	0.454	0.454
CYP3A4	PON1	4440831	4433224	9606.ENSP00000337915	9606.ENSP00000222381	0	0	0	0	0.097	0	0	0.421	0.454
CCRL2	MADCAM1	4441993	4432866	9606.ENSP00000349967	9606.ENSP00000215637	0	0	0	0	0	0	0	0.454	0.454
SOCS3	IL15	4440175	4437305	9606.ENSP00000330341	9606.ENSP00000296545	0	0	0	0	0.062	0	0	0.442	0.454
HLA-DQB2	PSMB9	4447655	4444464	9606.ENSP00000390431	9606.ENSP00000363993	0	0	0	0	0.247	0	0	0.304	0.454
IL18	MAPK14	4436375	4433482	9606.ENSP00000280357	9606.ENSP00000229795	0	0	0	0	0	0	0	0.454	0.454
PTPRC	IL11	4448605	4435452	9606.ENSP00000411355	9606.ENSP00000264563	0	0	0	0	0	0	0	0.454	0.454
ELAVL1	FOS	4447216	4438204	9606.ENSP00000385269	9606.ENSP00000306245	0	0	0	0	0	0	0	0.454	0.454
TLR9	CCRL2	4442410	4441993	9606.ENSP00000353874	9606.ENSP00000349967	0	0	0	0	0.065	0	0	0.441	0.454
TNFAIP3	IRAK3	4451592	4434840	9606.ENSP00000481570	9606.ENSP00000261233	0	0	0	0	0.089	0.083	0	0.399	0.454
PTPRC	IL4R	4448605	4446450	9606.ENSP00000411355	9606.ENSP00000379111	0	0	0	0	0.096	0	0	0.420	0.454
ANXA1	PTGS2	4444796	4442894	9606.ENSP00000366109	9606.ENSP00000356438	0	0	0	0	0.159	0	0	0.377	0.454
NCF4	TLR2	4446646	4434743	9606.ENSP00000380334	9606.ENSP00000260010	0	0	0	0	0.269	0	0	0.283	0.454
VIM	NOTCH1	4450181	4436260	9606.ENSP00000446007	9606.ENSP00000277541	0	0	0	0	0.084	0	0	0.428	0.454
NOTCH1	RPS6KB1	4436260	4433324	9606.ENSP00000277541	9606.ENSP00000225577	0	0	0	0	0	0	0	0.454	0.454
CCL4L1	TAC1	4451792	4439413	9606.ENSP00000483609	9606.ENSP00000321106	0	0	0	0	0	0	0	0.454	0.454
CCR3	CTLA4	4449993	4438004	9606.ENSP00000441600	9606.ENSP00000303939	0	0	0	0	0.066	0	0	0.440	0.454
CYLD	TLR4	4447722	4444300	9606.ENSP00000392025	9606.ENSP00000363089	0	0	0	0	0.065	0	0	0.440	0.454
TNF	LYZ	4448041	4434847	9606.ENSP00000398698	9606.ENSP00000261267	0	0	0	0	0.107	0	0	0.413	0.454
COL7A1	IL1B	4440352	4435241	9606.ENSP00000332371	9606.ENSP00000263341	0	0	0	0	0	0	0	0.454	0.454
LEP	TGFB1	4438805	4433189	9606.ENSP00000312652	9606.ENSP00000221930	0	0	0	0	0	0	0	0.454	0.454
ICAM1	CD33	4435501	4435042	9606.ENSP00000264832	9606.ENSP00000262262	0	0	0	0	0.064	0	0	0.441	0.454
TNF	XCL1	4448041	4442963	9606.ENSP00000398698	9606.ENSP00000356792	0	0	0	0	0.076	0	0	0.433	0.454
VEGFA	IDH1	4451310	4447650	9606.ENSP00000478570	9606.ENSP00000390265	0	0	0	0	0.050	0	0	0.448	0.453
FOXO3	DECR1	4447277	4433130	9606.ENSP00000385824	9606.ENSP00000220764	0	0	0	0	0	0.050	0	0.448	0.453
FOS	SERPINE1	4438204	4433266	9606.ENSP00000306245	9606.ENSP00000223095	0	0	0	0	0.062	0	0	0.441	0.453
S100A4	GAPDH	4443158	4433451	9606.ENSP00000357705	9606.ENSP00000229239	0	0	0	0	0.056	0	0	0.445	0.453
ULBP1	IL2	4433477	4433376	9606.ENSP00000229708	9606.ENSP00000226730	0	0	0	0	0	0	0	0.453	0.453
CREB1	STAT6	4447522	4437641	9606.ENSP00000387699	9606.ENSP00000300134	0	0	0	0	0	0	0	0.453	0.453
STAT5B	RPS6KB1	4437006	4433324	9606.ENSP00000293328	9606.ENSP00000225577	0	0	0	0	0.061	0	0	0.442	0.453
MMP1	CASP3	4439553	4438651	9606.ENSP00000322788	9606.ENSP00000311032	0	0	0	0	0	0	0	0.453	0.453
CCL4	FASLG	4451651	4442944	9606.ENSP00000482259	9606.ENSP00000356694	0	0	0	0	0.098	0	0	0.419	0.453
IL1B	LBP	4435241	4433018	9606.ENSP00000263341	9606.ENSP00000217407	0	0	0	0	0.061	0	0	0.442	0.453
TLR4	NR3C1	4444300	4433539	9606.ENSP00000363089	9606.ENSP00000231509	0	0	0	0	0.069	0.058	0	0.426	0.453
IL9	TLR2	4436141	4434743	9606.ENSP00000274520	9606.ENSP00000260010	0	0	0	0	0.058	0	0	0.444	0.453
CCL5	SOCS3	4451102	4440175	9606.ENSP00000474412	9606.ENSP00000330341	0	0	0	0	0.062	0	0	0.441	0.453
IL37	CRP	4435238	4434405	9606.ENSP00000263326	9606.ENSP00000255030	0	0	0	0	0.063	0	0	0.440	0.453
TLR9	GPR29	4442410	4441381	9606.ENSP00000353874	9606.ENSP00000343952	0	0	0	0	0.061	0	0	0.442	0.453
MBL2	PLG	4444298	4438461	9606.ENSP00000363079	9606.ENSP00000308938	0	0	0	0	0.221	0	0	0.327	0.453
CERS1	TGFBR2	4452075	4442197	9606.ENSP00000485582	9606.ENSP00000351905	0	0	0	0	0	0.306	0	0.244	0.453
NGF	EFNB2	4443338	4433928	9606.ENSP00000358525	9606.ENSP00000245323	0	0	0	0	0.062	0	0	0.441	0.453
EGF	TLR2	4435570	4434743	9606.ENSP00000265171	9606.ENSP00000260010	0	0	0	0	0	0.055	0	0.445	0.453
NFKB2	CCL2	4443433	4433339	9606.ENSP00000358983	9606.ENSP00000225831	0	0	0	0	0.062	0	0	0.441	0.453
IL6R	SELL	4443110	4433660	9606.ENSP00000357470	9606.ENSP00000236147	0	0	0	0	0.100	0	0	0.418	0.453
IL17RA	IL18	4439403	4436375	9606.ENSP00000320936	9606.ENSP00000280357	0	0	0	0	0.061	0	0	0.441	0.453
CD19	BANK1	4449841	4439371	9606.ENSP00000437940	9606.ENSP00000320509	0	0	0	0	0.220	0	0	0.327	0.453
IL1A	SERPINE1	4435240	4433266	9606.ENSP00000263339	9606.ENSP00000223095	0	0	0	0	0.091	0	0	0.423	0.453
ITGAX	IL4R	4450468	4446450	9606.ENSP00000454623	9606.ENSP00000379111	0	0	0	0	0.088	0	0	0.425	0.453
FCGR3A	KLRK1	4442995	4433780	9606.ENSP00000356946	9606.ENSP00000240618	0	0	0	0	0.062	0	0	0.441	0.453
TLR8	CD33	4438750	4435042	9606.ENSP00000312082	9606.ENSP00000262262	0	0	0	0	0.177	0.186	0	0.250	0.453
TLR1	LRRK2	4442576	4437526	9606.ENSP00000354932	9606.ENSP00000298910	0	0	0	0	0.257	0.131	0	0.221	0.453
TCF7L2	NOTCH1	4443308	4436260	9606.ENSP00000358404	9606.ENSP00000277541	0	0	0	0	0	0.054	0	0.446	0.453
FUT3	NPC1	4438140	4435876	9606.ENSP00000305603	9606.ENSP00000269228	0	0	0	0	0.062	0	0	0.441	0.453
SMAD3	IL2	4440414	4433376	9606.ENSP00000332973	9606.ENSP00000226730	0	0	0	0	0	0	0	0.453	0.453
FAS	STAT3	4441783	4435468	9606.ENSP00000347979	9606.ENSP00000264657	0	0	0	0	0.061	0	0	0.441	0.453
PTGS2	IRF1	4442894	4433930	9606.ENSP00000356438	9606.ENSP00000245414	0	0	0	0	0.089	0	0	0.424	0.453
NFKB2	MCL1	4443433	4443243	9606.ENSP00000358983	9606.ENSP00000358022	0	0	0	0	0.079	0.185	0	0.330	0.453
PTPRC	NOS3	4448605	4437409	9606.ENSP00000411355	9606.ENSP00000297494	0	0	0	0	0.055	0	0	0.445	0.453
TRAF6	CTLA4	4449680	4438004	9606.ENSP00000433623	9606.ENSP00000303939	0	0	0	0	0.064	0	0	0.440	0.453
FGF7	TIMP1	4435784	4433052	9606.ENSP00000267843	9606.ENSP00000218388	0	0	0	0	0.062	0	0	0.441	0.453
CXCR4	TNFRSF1A	4447439	4432688	9606.ENSP00000386884	9606.ENSP00000162749	0	0	0	0	0.062	0	0	0.441	0.453
ITGAM	TP53	4449997	4435880	9606.ENSP00000441691	9606.ENSP00000269305	0	0	0	0	0	0	0	0.453	0.453
POU5F1	HGF	4434735	4433227	9606.ENSP00000259915	9606.ENSP00000222390	0	0	0	0	0	0.050	0	0.448	0.453
RASGRP1	MAP2K1	4438572	4437859	9606.ENSP00000310244	9606.ENSP00000302486	0	0	0	0	0.055	0	0	0.445	0.453
MUC1	NGF	4451890	4443338	9606.ENSP00000484824	9606.ENSP00000358525	0	0	0	0	0	0	0	0.453	0.453
CCL5	SOCS1	4451102	4440100	9606.ENSP00000474412	9606.ENSP00000329418	0	0	0	0	0.063	0	0	0.441	0.453
CTSS	CD86	4443237	4440320	9606.ENSP00000357981	9606.ENSP00000332049	0	0	0	0	0.372	0	0	0.165	0.453
GPR29	CXCL16	4441381	4437032	9606.ENSP00000343952	9606.ENSP00000293778	0	0	0	0	0.061	0	0	0.442	0.453
LAMP1	TLR2	4440443	4434743	9606.ENSP00000333298	9606.ENSP00000260010	0	0	0	0	0.061	0	0	0.442	0.453
ITGAX	IL22	4450468	4450035	9606.ENSP00000454623	9606.ENSP00000442424	0	0	0	0	0	0	0	0.453	0.453
SERPINA1	LYZ	4448813	4434847	9606.ENSP00000416066	9606.ENSP00000261267	0	0	0	0	0.331	0	0	0.217	0.453
JUN	IL13	4443699	4438088	9606.ENSP00000360266	9606.ENSP00000304915	0	0	0	0	0	0	0	0.453	0.453
IL2RA	KLRK1	4445295	4433780	9606.ENSP00000369293	9606.ENSP00000240618	0	0	0	0	0.055	0	0	0.445	0.453
CD209	NOD2	4439000	4437679	9606.ENSP00000315477	9606.ENSP00000300589	0	0	0	0	0	0	0	0.453	0.453
KDR	SERPINE1	4435337	4433266	9606.ENSP00000263923	9606.ENSP00000223095	0	0	0	0	0.050	0	0	0.448	0.453
PLA2G2A	DEFA6	4447011	4437404	9606.ENSP00000383364	9606.ENSP00000297436	0	0	0	0	0.140	0	0	0.390	0.452
LTA	IL2RA	4448275	4445295	9606.ENSP00000403495	9606.ENSP00000369293	0	0	0	0	0.140	0	0	0.389	0.452
CRP	HGF	4434405	4433227	9606.ENSP00000255030	9606.ENSP00000222390	0	0	0	0	0.061	0	0	0.441	0.452
XIAP	PTGS2	4443692	4442894	9606.ENSP00000360242	9606.ENSP00000356438	0	0	0	0	0	0	0	0.452	0.452
CXCR4	IL18	4447439	4436375	9606.ENSP00000386884	9606.ENSP00000280357	0	0	0	0	0.061	0	0	0.441	0.452
HLA-A	CD83	4446577	4445165	9606.ENSP00000379873	9606.ENSP00000368450	0	0	0	0	0.063	0	0	0.440	0.452
P2RX7	CCL19	4440203	4438451	9606.ENSP00000330696	9606.ENSP00000308815	0	0	0	0	0.452	0	0	0	0.452
IL6R	IL1A	4443110	4435240	9606.ENSP00000357470	9606.ENSP00000263339	0	0	0	0	0.061	0	0	0.441	0.452
ITGAL	IL15	4441903	4437305	9606.ENSP00000349252	9606.ENSP00000296545	0	0	0	0	0.061	0	0	0.441	0.452
HDAC11	TP53	4437189	4435880	9606.ENSP00000295757	9606.ENSP00000269305	0	0	0	0	0	0.061	0	0.441	0.452
IL17RA	TNFRSF1A	4439403	4432688	9606.ENSP00000320936	9606.ENSP00000162749	0	0	0	0	0.096	0	0	0.418	0.452
FN1	HMOX1	4441661	4432912	9606.ENSP00000346839	9606.ENSP00000216117	0	0	0	0	0.057	0	0	0.443	0.452
CD274	IL1B	4445568	4435241	9606.ENSP00000370989	9606.ENSP00000263341	0	0	0	0	0.236	0	0	0.312	0.452
CTLA4	IL12RB2	4438004	4435061	9606.ENSP00000303939	9606.ENSP00000262345	0	0	0	0	0.062	0	0	0.440	0.452
CXCL8	BCL3	4438229	4432693	9606.ENSP00000306512	9606.ENSP00000164227	0	0	0	0	0.140	0	0	0.389	0.452
SLC3A2	SLC15A1	4444962	4444738	9606.ENSP00000367123	9606.ENSP00000365686	0	0	0	0	0	0	0	0.452	0.452
IL11	IFNG	4435452	4433446	9606.ENSP00000264563	9606.ENSP00000229135	0	0	0	0	0	0	0	0.452	0.452
IRF5	TOLLIP	4441969	4438950	9606.ENSP00000349770	9606.ENSP00000314733	0	0	0	0	0	0	0	0.452	0.452
NOTCH1	MCAM	4436260	4435364	9606.ENSP00000277541	9606.ENSP00000264036	0	0	0	0	0.062	0	0	0.440	0.452
CD209	CTLA4	4439000	4438004	9606.ENSP00000315477	9606.ENSP00000303939	0	0	0	0	0	0	0	0.452	0.452
CCR3	STAT6	4449993	4437641	9606.ENSP00000441600	9606.ENSP00000300134	0	0	0	0	0.057	0	0	0.443	0.452
FPR2	TREM1	4450891	4433908	9606.ENSP00000468897	9606.ENSP00000244709	0	0	0	0	0.335	0	0	0.211	0.452
XIAP	NFKB1	4443692	4433374	9606.ENSP00000360242	9606.ENSP00000226574	0	0	0	0	0.084	0.061	0	0.414	0.452
DDX58	TNFRSF1A	4445284	4432688	9606.ENSP00000369213	9606.ENSP00000162749	0	0	0	0	0.062	0	0	0.440	0.452
CCL5	IRAK1	4451102	4443435	9606.ENSP00000474412	9606.ENSP00000358997	0	0	0	0	0	0	0	0.452	0.452
ENSG00000255819	IL2RA	4451508	4445295	9606.ENSP00000480609	9606.ENSP00000369293	0	0	0	0	0.055	0	0	0.444	0.452
LRG1	APOA1	4437875	4433668	9606.ENSP00000302621	9606.ENSP00000236850	0	0	0	0	0.063	0	0	0.440	0.452
CYLD	USP25	4447722	4446983	9606.ENSP00000392025	9606.ENSP00000383044	0	0	0	0	0.064	0	0	0.439	0.452
PARK7	HSPA1A	4448989	4444600	9606.ENSP00000418770	9606.ENSP00000364802	0.060	0	0	0	0.082	0.254	0	0.250	0.452
TNFAIP3	IL10	4451592	4448642	9606.ENSP00000481570	9606.ENSP00000412237	0	0	0	0	0.062	0	0	0.440	0.452
APEH	RIPK3	4437283	4432942	9606.ENSP00000296456	9606.ENSP00000216274	0	0	0	0	0.061	0	0	0.441	0.452
IL6R	GAPDH	4443110	4433451	9606.ENSP00000357470	9606.ENSP00000229239	0	0	0	0	0	0	0	0.452	0.452
MAP2K1	NFKBIA	4437859	4432983	9606.ENSP00000302486	9606.ENSP00000216797	0	0	0	0	0	0.050	0	0.446	0.452
TNF	CNR1	4448041	4443334	9606.ENSP00000398698	9606.ENSP00000358513	0	0	0	0	0	0	0	0.452	0.452
NR4A1	JUND	4449965	4434256	9606.ENSP00000440864	9606.ENSP00000252818	0	0	0	0	0.086	0	0	0.425	0.452
VEGFA	VDR	4451310	4450226	9606.ENSP00000478570	9606.ENSP00000447173	0	0	0	0	0	0	0	0.452	0.452
IL17RA	IL1B	4439403	4435241	9606.ENSP00000320936	9606.ENSP00000263341	0	0	0	0	0.089	0	0	0.423	0.452
LAMP1	FCGR2A	4440443	4435978	9606.ENSP00000333298	9606.ENSP00000271450	0	0	0	0	0.063	0	0	0.440	0.452
NLRP3	IRF1	4440784	4433930	9606.ENSP00000337383	9606.ENSP00000245414	0	0	0	0	0.103	0	0	0.415	0.452
FCGR3B	CD33	4449681	4435042	9606.ENSP00000433642	9606.ENSP00000262262	0	0	0	0	0.098	0	0	0.417	0.452
KIF3A	BSN	4447275	4437282	9606.ENSP00000385808	9606.ENSP00000296452	0	0	0	0	0.108	0	0	0.410	0.452
IL17F	SELL	4440787	4433660	9606.ENSP00000337432	9606.ENSP00000236147	0	0	0	0	0	0	0	0.452	0.452
SH2B3	IFIH1	4441528	4435285	9606.ENSP00000345492	9606.ENSP00000263642	0	0	0	0	0.061	0	0	0.441	0.452
IL6	DEFB103A	4447254	4439405	9606.ENSP00000385675	9606.ENSP00000320951	0	0	0	0	0	0	0	0.452	0.452
PTPRC	NOS2	4448605	4439909	9606.ENSP00000411355	9606.ENSP00000327251	0	0	0	0	0.055	0	0	0.444	0.452
TRAF3IP2	IL17C	4443175	4433888	9606.ENSP00000357750	9606.ENSP00000244241	0	0	0	0	0	0	0	0.452	0.452
TLR3	APOE	4437339	4434227	9606.ENSP00000296795	9606.ENSP00000252486	0	0	0	0	0.061	0	0	0.441	0.452
CD83	ITGAL	4445165	4441903	9606.ENSP00000368450	9606.ENSP00000349252	0	0	0	0	0.063	0	0	0.440	0.452
S100A12	GAPDH	4443165	4433451	9606.ENSP00000357726	9606.ENSP00000229239	0	0	0	0	0	0	0	0.452	0.452
KPNA1	C19orf10	4441361	4435168	9606.ENSP00000343701	9606.ENSP00000262947	0	0	0	0	0	0	0	0.452	0.452
MMP9	IL11	4443919	4435452	9606.ENSP00000361405	9606.ENSP00000264563	0	0	0	0	0.062	0	0	0.440	0.452
CREB1	CCL2	4447522	4433339	9606.ENSP00000387699	9606.ENSP00000225831	0	0	0	0	0	0	0	0.452	0.452
STAT5B	NFKB1	4437006	4433374	9606.ENSP00000293328	9606.ENSP00000226574	0	0	0	0	0.061	0.064	0	0.426	0.451
IL23R	CXCL8	4439435	4438229	9606.ENSP00000321345	9606.ENSP00000306512	0	0	0	0	0.061	0	0	0.440	0.451
IRF4	TLR2	4445477	4434743	9606.ENSP00000370343	9606.ENSP00000260010	0	0	0	0	0.061	0	0	0.440	0.451
DNMT3A	SETD1A	4435481	4435100	9606.ENSP00000264709	9606.ENSP00000262519	0	0	0	0	0.066	0.064	0	0.422	0.451
IL6	DEFB103B	4447254	4439702	9606.ENSP00000385675	9606.ENSP00000324633	0	0	0	0	0	0	0	0.451	0.451
PTPRC	PTGER4	4448605	4437902	9606.ENSP00000411355	9606.ENSP00000302846	0	0	0	0	0.139	0	0	0.389	0.451
CASP3	ABCG2	4438651	4433689	9606.ENSP00000311032	9606.ENSP00000237612	0	0	0	0	0.049	0	0	0.447	0.451
IDH1	ELAVL1	4447650	4447216	9606.ENSP00000390265	9606.ENSP00000385269	0	0	0	0	0	0	0	0.451	0.451
ABCB1	SLC10A2	4451279	4433927	9606.ENSP00000478255	9606.ENSP00000245312	0	0	0	0	0.050	0	0	0.446	0.451
IL33	CXCL5	4445550	4437222	9606.ENSP00000370842	9606.ENSP00000296027	0	0	0	0	0.061	0	0	0.439	0.451
CASP3	F2	4438651	4438421	9606.ENSP00000311032	9606.ENSP00000308541	0	0	0	0	0	0.056	0	0.443	0.451
CXCL9	TNFRSF1A	4442567	4432688	9606.ENSP00000354901	9606.ENSP00000162749	0	0	0	0	0.061	0	0	0.440	0.451
CD274	CD226	4445568	4436365	9606.ENSP00000370989	9606.ENSP00000280200	0	0	0	0	0.052	0	0	0.445	0.451
TLR8	KLRK1	4438750	4433780	9606.ENSP00000312082	9606.ENSP00000240618	0	0	0	0	0.058	0.060	0	0.430	0.451
CXCR4	CD163	4447439	4442211	9606.ENSP00000386884	9606.ENSP00000352071	0	0	0	0	0.061	0	0	0.440	0.451
CD47	CX3CR1	4442657	4442101	9606.ENSP00000355361	9606.ENSP00000351059	0	0	0	0	0.061	0	0	0.439	0.451
HLA-DQB2	CD69	4447655	4433409	9606.ENSP00000390431	9606.ENSP00000228434	0	0	0	0	0.060	0	0	0.440	0.451
DNMT3A	MLH1	4435481	4433549	9606.ENSP00000264709	9606.ENSP00000231790	0	0	0	0	0.054	0	0	0.443	0.451
CD40LG	IL17F	4443586	4440787	9606.ENSP00000359663	9606.ENSP00000337432	0	0	0	0	0.058	0	0	0.442	0.451
CLN3	NPC1	4450451	4435876	9606.ENSP00000454229	9606.ENSP00000269228	0	0	0	0	0.062	0	0	0.439	0.451
IL33	MEFV	4445550	4433096	9606.ENSP00000370842	9606.ENSP00000219596	0	0	0	0	0.061	0	0	0.440	0.451
JUN	IL21	4443699	4435442	9606.ENSP00000360266	9606.ENSP00000264497	0	0	0	0	0	0	0	0.451	0.451
STAT4	HLA-DQB1	4446006	4444478	9606.ENSP00000376134	9606.ENSP00000364080	0	0	0	0	0	0	0	0.451	0.451
CCL4	TNFRSF1A	4451651	4432688	9606.ENSP00000482259	9606.ENSP00000162749	0	0	0	0	0.061	0	0	0.440	0.451
ITGAX	STAT5B	4450468	4437006	9606.ENSP00000454623	9606.ENSP00000293328	0	0	0	0	0.058	0	0	0.442	0.451
JAK2	XIAP	4445579	4443692	9606.ENSP00000371067	9606.ENSP00000360242	0	0	0	0	0.062	0.108	0	0.397	0.451
CD40LG	IL3RA	4443586	4439962	9606.ENSP00000359663	9606.ENSP00000327890	0	0	0	0	0	0	0	0.451	0.451
NOS3	IFNG	4437409	4433446	9606.ENSP00000297494	9606.ENSP00000229135	0	0	0	0	0	0	0	0.451	0.451
CTLA4	NOD2	4438004	4437679	9606.ENSP00000303939	9606.ENSP00000300589	0	0	0	0	0.087	0	0	0.424	0.451
HLA-G	PSMB9	4448666	4444464	9606.ENSP00000412927	9606.ENSP00000363993	0	0	0	0	0.085	0	0	0.424	0.451
IL17A	SMAD3	4441397	4440414	9606.ENSP00000344192	9606.ENSP00000332973	0	0	0	0	0	0	0	0.451	0.451
LPP	JUN	4451678	4443699	9606.ENSP00000482472	9606.ENSP00000360266	0	0	0	0	0	0	0	0.451	0.451
CD163	IL1RN	4442211	4434682	9606.ENSP00000352071	9606.ENSP00000259206	0	0	0	0	0.092	0	0	0.421	0.451
SPP1	ALPI	4446370	4437156	9606.ENSP00000378517	9606.ENSP00000295463	0	0	0	0	0	0	0	0.451	0.451
ITGB3	PLA2G4A	4450406	4442892	9606.ENSP00000452786	9606.ENSP00000356436	0	0	0	0	0.098	0.412	0	0.048	0.451
CD40	STAT5B	4443911	4437006	9606.ENSP00000361359	9606.ENSP00000293328	0	0	0	0	0.061	0	0	0.440	0.451
SHC1	IGF2	4448165	4447717	9606.ENSP00000401303	9606.ENSP00000391826	0	0	0	0	0.061	0	0	0.440	0.451
CCR7	GAPDH	4433992	4433451	9606.ENSP00000246657	9606.ENSP00000229239	0	0	0	0	0	0	0	0.451	0.451
IL10	F2	4448642	4438421	9606.ENSP00000412237	9606.ENSP00000308541	0	0	0	0	0	0	0	0.451	0.451
ITGAX	IL17RA	4450468	4439403	9606.ENSP00000454623	9606.ENSP00000320936	0	0	0	0	0.114	0	0	0.406	0.451
IDO1	CD33	4449569	4435042	9606.ENSP00000430950	9606.ENSP00000262262	0	0	0	0	0	0	0	0.451	0.451
ITGAM	IL6R	4449997	4443110	9606.ENSP00000441691	9606.ENSP00000357470	0	0	0	0	0.124	0	0	0.399	0.451
LPL	ACE	4438536	4436887	9606.ENSP00000309757	9606.ENSP00000290866	0	0	0	0	0.061	0	0	0.440	0.451
IDO1	CXCR4	4449569	4447439	9606.ENSP00000430950	9606.ENSP00000386884	0	0	0	0	0	0	0	0.451	0.451
CASP1	IL21	4449658	4435442	9606.ENSP00000433138	9606.ENSP00000264497	0	0	0	0	0	0	0	0.451	0.451
CXCL12	PLG	4446453	4438461	9606.ENSP00000379140	9606.ENSP00000308938	0	0	0	0	0.061	0	0	0.440	0.451
IL18	ITGAE	4436375	4435192	9606.ENSP00000280357	9606.ENSP00000263087	0	0	0	0	0	0	0	0.451	0.451
NLRP3	IL2	4440784	4433376	9606.ENSP00000337383	9606.ENSP00000226730	0	0	0	0	0	0	0	0.451	0.451
TLR1	NOS2	4442576	4439909	9606.ENSP00000354932	9606.ENSP00000327251	0	0	0	0	0	0	0	0.451	0.451
CCL5	ABCG2	4451102	4433689	9606.ENSP00000474412	9606.ENSP00000237612	0	0	0	0	0	0	0	0.451	0.451
IL10RA	TNFRSF1A	4433397	4432688	9606.ENSP00000227752	9606.ENSP00000162749	0	0	0	0	0.061	0	0	0.440	0.451
IGF2	FOS	4447717	4438204	9606.ENSP00000391826	9606.ENSP00000306245	0	0	0	0	0	0	0	0.451	0.451
IL6R	LRG1	4443110	4437875	9606.ENSP00000357470	9606.ENSP00000302621	0	0	0	0	0.076	0	0	0.431	0.451
CD163	IL18	4442211	4436375	9606.ENSP00000352071	9606.ENSP00000280357	0	0	0	0	0.061	0	0	0.440	0.451
DECR1	TNFRSF1A	4433130	4432688	9606.ENSP00000220764	9606.ENSP00000162749	0	0	0	0	0.061	0	0	0.440	0.451
TLR1	IL1A	4442576	4435240	9606.ENSP00000354932	9606.ENSP00000263339	0	0	0	0	0.061	0	0	0.440	0.451
FPR2	S100A12	4450891	4443165	9606.ENSP00000468897	9606.ENSP00000357726	0	0	0	0	0.367	0	0	0.169	0.451
RAP1A	HSPA4	4443371	4437917	9606.ENSP00000358723	9606.ENSP00000302961	0	0	0	0	0	0.446	0	0.050	0.451
FOXP3	CRP	4444690	4434405	9606.ENSP00000365380	9606.ENSP00000255030	0	0	0	0	0	0	0	0.451	0.451
NPC1	APOA1	4435876	4433668	9606.ENSP00000269228	9606.ENSP00000236850	0	0	0	0	0	0	0	0.451	0.451
CCL5	NGF	4451102	4443338	9606.ENSP00000474412	9606.ENSP00000358525	0	0	0	0	0	0	0	0.450	0.450
ATG16L1	SLC22A4	4445977	4432782	9606.ENSP00000375872	9606.ENSP00000200652	0	0	0	0	0	0	0	0.450	0.450
CXCL5	IL11	4437222	4435452	9606.ENSP00000296027	9606.ENSP00000264563	0	0	0	0	0	0	0	0.450	0.450
TLR5	NOS2	4449957	4439909	9606.ENSP00000440643	9606.ENSP00000327251	0	0	0	0	0	0	0	0.450	0.450
TNF	CFTR	4448041	4432552	9606.ENSP00000398698	9606.ENSP00000003084	0	0	0	0	0	0	0	0.450	0.450
KIF3A	SLC22A4	4447275	4432782	9606.ENSP00000385808	9606.ENSP00000200652	0	0	0	0	0	0.050	0	0.445	0.450
VEGFA	AIF1	4451310	4444670	9606.ENSP00000478570	9606.ENSP00000365227	0	0	0	0	0	0	0	0.450	0.450
EPHX1	UGT1A7	4451441	4444181	9606.ENSP00000480004	9606.ENSP00000362525	0	0	0	0	0.064	0	0	0.436	0.450
IL18R1	IL13	4447483	4438088	9606.ENSP00000387211	9606.ENSP00000304915	0	0	0	0	0	0	0	0.450	0.450
HGF	MIF	4433227	4432873	9606.ENSP00000222390	9606.ENSP00000215754	0	0	0	0	0	0	0	0.450	0.450
TLR4	ATG5	4444300	4443253	9606.ENSP00000363089	9606.ENSP00000358072	0	0	0	0	0	0	0	0.450	0.450
NLRC4	PANX1	4447203	4433395	9606.ENSP00000385090	9606.ENSP00000227638	0	0	0	0	0	0	0	0.450	0.450
GPR29	IL3RA	4441381	4439962	9606.ENSP00000343952	9606.ENSP00000327890	0	0	0	0	0	0	0	0.450	0.450
